experiment_id,campaign_partition,source_healthy_trace_id,assigned_source_partition,included_in_strict_source_disjoint_subset
3673,attack,738,validation,False
3674,validation,102,train,False
3675,attack,604,train,False
3676,train,340,attack,False
3677,test,948,attack,False
3678,train,320,train,True
3679,train,341,attack,False
3680,validation,991,train,False
3681,train,854,validation,False
3682,train,161,train,True
3683,test,205,attack,False
3684,attack,825,train,False
3685,train,659,train,True
3686,train,269,train,True
3687,attack,852,train,False
3688,validation,777,train,False
3689,attack,30,train,False
3690,train,80,attack,False
3691,test,873,test,True
3692,attack,456,attack,True
3693,test,820,attack,False
3694,train,234,train,True
3695,validation,614,attack,False
3696,train,392,train,True
3697,train,313,train,True
3698,test,154,train,False
3699,test,176,train,False
3700,attack,606,validation,False
3701,train,623,train,True
3702,test,472,attack,False
3703,attack,584,train,False
3704,train,593,train,True
3705,train,233,test,False
3706,train,884,train,True
3707,train,362,train,True
3708,attack,71,validation,False
3709,test,35,attack,False
3710,train,638,attack,False
3711,validation,726,train,False
3712,train,904,train,True
3713,train,45,attack,False
3714,attack,78,train,False
3715,train,425,train,True
3716,train,170,train,True
3717,validation,890,test,False
3718,train,914,test,False
3719,train,931,test,False
3720,validation,544,train,False
3721,train,1000,train,True
3722,test,390,attack,False
3723,test,150,train,False
3724,validation,401,validation,True
3725,train,331,attack,False
3726,test,843,train,False
3727,attack,94,train,False
3728,train,58,train,True
3729,test,677,train,False
3730,train,513,attack,False
3731,train,335,train,True
3732,train,390,attack,False
3733,train,709,train,True
3734,train,863,train,True
3735,train,4,attack,False
3736,validation,995,train,False
3737,attack,768,attack,True
3738,attack,150,train,False
3739,train,760,attack,False
3740,test,394,validation,False
3741,test,124,validation,False
3742,attack,567,attack,True
3743,validation,745,train,False
3744,train,423,train,True
3745,train,960,attack,False
3746,train,627,train,True
3747,attack,779,train,False
3748,validation,578,attack,False
3749,validation,117,test,False
3750,test,710,train,False
3751,train,75,validation,False
3752,validation,2,attack,False
3753,train,312,train,True
3754,validation,842,validation,True
3755,validation,357,attack,False
3756,train,510,train,True
3757,train,114,validation,False
3758,validation,913,train,False
3759,train,398,attack,False
3760,train,130,train,True
3761,train,556,attack,False
3762,train,471,train,True
3763,train,372,train,True
3764,attack,902,train,False
3765,train,741,train,True
3766,train,399,validation,False
3767,train,625,train,True
3768,validation,297,train,False
3769,train,314,validation,False
3770,train,232,test,False
3771,train,889,attack,False
3772,attack,687,validation,False
3773,validation,61,attack,False
3774,train,985,train,True
3775,attack,236,attack,True
3776,train,761,train,True
3777,train,953,validation,False
3778,attack,873,test,False
3779,train,742,train,True
3780,validation,543,train,False
3781,train,154,train,True
3782,train,99,train,True
3783,attack,801,test,False
3784,train,633,test,False
3785,train,408,validation,False
3786,train,804,train,True
3787,train,558,train,True
3788,attack,302,attack,True
3789,attack,17,attack,True
3790,test,1007,validation,False
3791,validation,304,validation,True
3792,train,686,train,True
3793,train,585,train,True
3794,attack,373,train,False
3795,attack,885,validation,False
3796,attack,653,test,False
3797,test,391,attack,False
3798,test,457,attack,False
3799,test,619,attack,False
3800,train,630,train,True
3801,validation,281,train,False
3802,train,479,test,False
3803,test,437,train,False
3804,train,349,attack,False
3805,attack,719,attack,True
3806,test,324,test,True
3807,train,495,train,True
3808,validation,965,train,False
3809,train,880,validation,False
3810,train,560,train,True
3811,attack,923,train,False
3812,train,333,test,False
3813,train,704,train,True
3814,attack,220,validation,False
3815,train,968,train,True
3816,train,88,validation,False
3817,attack,585,train,False
3818,attack,375,attack,True
3819,train,127,attack,False
3820,train,833,train,True
3821,train,61,attack,False
3822,test,138,validation,False
3823,train,294,train,True
3824,attack,286,train,False
3825,validation,784,train,False
3826,attack,905,train,False
3827,attack,380,attack,True
3828,validation,645,train,False
3829,attack,549,train,False
3830,attack,227,train,False
3831,attack,606,validation,False
3832,train,107,train,True
3833,attack,257,train,False
3834,validation,274,train,False
3835,test,175,attack,False
3836,test,86,validation,False
3837,train,185,attack,False
3838,train,476,attack,False
3839,attack,574,train,False
3840,train,576,train,True
3841,train,985,train,True
3842,test,878,train,False
3843,train,259,train,True
3844,test,829,train,False
3845,test,5,train,False
3846,attack,301,train,False
3847,test,1016,train,False
3848,attack,179,test,False
3849,test,309,attack,False
3850,test,265,train,False
3851,train,136,attack,False
3852,attack,65,train,False
3853,train,289,train,True
3854,attack,14,train,False
3855,train,875,train,True
3856,attack,197,attack,True
3857,train,672,train,True
3858,attack,22,train,False
3859,validation,723,train,False
3860,train,687,validation,False
3861,test,207,attack,False
3862,test,348,train,False
3863,validation,430,train,False
3864,train,478,train,True
3865,train,277,test,False
3866,attack,56,attack,True
3867,train,960,attack,False
3868,train,81,train,True
3869,train,496,test,False
3870,train,1007,validation,False
3871,train,950,test,False
3872,attack,624,attack,True
3873,train,79,validation,False
3874,validation,528,attack,False
3875,test,864,test,True
3876,validation,751,validation,True
3877,train,537,train,True
3878,train,900,train,True
3879,test,637,attack,False
3880,attack,346,train,False
3881,attack,269,train,False
3882,attack,618,attack,True
3883,attack,385,attack,True
3884,train,21,test,False
3885,train,681,train,True
3886,validation,203,train,False
3887,train,211,attack,False
3888,train,498,train,True
3889,train,462,train,True
3890,train,764,validation,False
3891,validation,508,train,False
3892,validation,762,train,False
3893,test,337,test,True
3894,attack,530,test,False
3895,train,588,attack,False
3896,attack,812,attack,True
3897,attack,764,validation,False
3898,train,1005,train,True
3899,attack,292,attack,True
3900,validation,381,test,False
3901,train,433,test,False
3902,train,723,train,True
3903,attack,472,attack,True
3904,validation,28,validation,True
3905,train,474,train,True
3906,validation,575,attack,False
3907,train,725,test,False
3908,train,104,attack,False
3909,attack,876,test,False
3910,train,852,train,True
3911,attack,661,train,False
3912,train,160,train,True
3913,validation,879,validation,True
3914,test,577,attack,False
3915,train,682,train,True
3916,train,310,train,True
3917,train,38,attack,False
3918,train,501,test,False
3919,train,235,validation,False
3920,test,967,train,False
3921,train,1000,train,True
3922,train,691,train,True
3923,attack,101,train,False
3924,train,454,test,False
3925,train,452,train,True
3926,attack,55,validation,False
3927,attack,409,train,False
3928,train,913,train,True
3929,train,204,train,True
3930,train,784,train,True
3931,test,706,train,False
3932,attack,951,attack,True
3933,train,901,test,False
3934,train,326,validation,False
3935,attack,886,attack,True
3936,train,836,attack,False
3937,attack,305,train,False
3938,train,316,attack,False
3939,validation,718,attack,False
3940,train,810,train,True
3941,attack,472,attack,True
3942,attack,620,attack,True
3943,train,957,validation,False
3944,train,419,train,True
3945,attack,865,validation,False
3946,train,11,train,True
3947,attack,195,test,False
3948,train,563,attack,False
3949,train,130,train,True
3950,train,319,attack,False
3951,attack,569,train,False
3952,train,901,test,False
3953,attack,1009,validation,False
3954,attack,260,validation,False
3955,train,77,test,False
3956,train,799,validation,False
3957,attack,391,attack,True
3958,attack,143,train,False
3959,train,704,train,True
3960,train,854,validation,False
3961,attack,581,train,False
3962,train,128,train,True
3963,attack,831,train,False
3964,train,655,validation,False
3965,attack,929,train,False
3966,train,352,train,True
3967,train,746,train,True
3968,attack,1023,train,False
3969,attack,935,train,False
3970,attack,724,train,False
3971,train,56,attack,False
3972,attack,617,train,False
3973,train,295,train,True
3974,validation,893,test,False
3975,train,465,train,True
3976,attack,541,train,False
3977,train,344,attack,False
3978,train,928,train,True
3979,validation,983,attack,False
3980,train,415,attack,False
3981,train,659,train,True
3982,train,121,train,True
3983,train,449,validation,False
3984,train,446,train,True
3985,test,276,train,False
3986,validation,405,train,False
3987,train,303,train,True
3988,train,982,train,True
3989,validation,701,attack,False
3990,test,21,test,True
3991,train,734,attack,False
3992,attack,171,test,False
3993,train,540,attack,False
3994,validation,16,train,False
3995,validation,476,attack,False
3996,test,696,train,False
3997,train,225,train,True
3998,validation,759,validation,True
3999,validation,728,test,False
4000,train,406,validation,False
4001,train,931,test,False
4002,train,359,train,True
4003,train,908,test,False
4004,train,997,train,True
4005,train,943,test,False
4006,train,686,train,True
4007,train,275,train,True
4008,attack,464,train,False
4009,train,619,attack,False
4010,train,522,test,False
4011,train,649,attack,False
4012,train,740,train,True
4013,test,949,attack,False
4014,attack,379,validation,False
4015,train,508,train,True
4016,train,853,train,True
4017,attack,520,train,False
4018,train,689,train,True
4019,train,526,test,False
4020,train,179,test,False
4021,train,924,attack,False
4022,train,295,train,True
4023,attack,457,attack,True
4024,train,226,attack,False
4025,test,379,validation,False
4026,test,81,train,False
4027,train,127,attack,False
4028,train,849,attack,False
4029,train,72,train,True
4030,attack,402,validation,False
4031,train,559,train,True
4032,train,641,test,False
4033,attack,323,train,False
4034,attack,152,train,False
4035,train,295,train,True
4036,test,709,train,False
4037,train,62,train,True
4038,test,252,attack,False
4039,attack,871,validation,False
4040,test,558,train,False
4041,train,481,attack,False
4042,train,302,attack,False
4043,attack,331,attack,True
4044,attack,374,train,False
4045,validation,299,validation,True
4046,test,294,train,False
4047,train,612,attack,False
4048,train,105,train,True
4049,train,227,train,True
4050,validation,349,attack,False
4051,train,18,train,True
4052,train,270,test,False
4053,train,707,attack,False
4054,validation,848,train,False
4055,train,247,validation,False
4056,train,492,test,False
4057,attack,126,test,False
4058,train,493,train,True
4059,train,370,attack,False
4060,attack,594,train,False
4061,train,876,test,False
4062,train,262,train,True
4063,train,522,test,False
4064,train,970,attack,False
4065,validation,226,attack,False
4066,attack,834,train,False
4067,train,890,test,False
4068,train,364,train,True
4069,train,171,test,False
4070,test,931,test,True
4071,train,803,attack,False
4072,test,820,attack,False
4073,train,338,attack,False
4074,train,983,attack,False
4075,test,95,attack,False
4076,test,180,train,False
4077,validation,72,train,False
4078,validation,827,attack,False
4079,test,310,train,False
4080,validation,476,attack,False
4081,train,642,attack,False
4082,train,353,train,True
4083,attack,162,train,False
4084,train,511,attack,False
4085,train,170,train,True
4086,attack,494,attack,True
4087,train,562,train,True
4088,train,347,train,True
4089,attack,358,attack,True
4090,train,163,attack,False
4091,attack,979,train,False
4092,train,774,attack,False
4093,train,208,train,True
4094,train,409,train,True
4095,attack,704,train,False
4096,train,244,train,True
4097,validation,299,validation,True
4098,train,816,test,False
4099,attack,87,test,False
4100,train,896,train,True
4101,validation,200,test,False
4102,train,44,train,True
4103,train,65,train,True
4104,train,752,train,True
4105,train,681,train,True
4106,train,802,attack,False
4107,attack,976,train,False
4108,validation,497,train,False
4109,attack,867,train,False
4110,train,222,attack,False
4111,train,650,attack,False
4112,validation,495,train,False
4113,validation,238,train,False
4114,train,496,test,False
4115,train,299,validation,False
4116,attack,556,attack,True
4117,attack,266,test,False
4118,attack,785,attack,True
4119,train,616,validation,False
4120,validation,586,train,False
4121,train,125,train,True
4122,train,827,attack,False
4123,attack,473,attack,True
4124,train,1,train,True
4125,attack,50,train,False
4126,train,868,train,True
4127,train,190,test,False
4128,train,73,attack,False
4129,attack,527,attack,True
4130,validation,1023,train,False
4131,validation,419,train,False
4132,attack,301,train,False
4133,train,336,attack,False
4134,train,939,train,True
4135,train,857,train,True
4136,validation,91,test,False
4137,train,43,test,False
4138,attack,852,train,False
4139,validation,94,train,False
4140,train,896,train,True
4141,train,903,attack,False
4142,train,509,attack,False
4143,attack,360,test,False
4144,test,799,validation,False
4145,train,212,attack,False
4146,train,346,train,True
4147,attack,639,train,False
4148,train,373,train,True
4149,train,50,train,True
4150,train,671,validation,False
4151,train,621,test,False
4152,train,133,train,True
4153,attack,57,train,False
4154,attack,262,train,False
4155,train,852,train,True
4156,train,631,test,False
4157,validation,781,train,False
4158,attack,26,validation,False
4159,train,349,attack,False
4160,validation,325,attack,False
4161,attack,136,attack,True
4162,train,409,train,True
4163,train,487,attack,False
4164,attack,795,test,False
4165,validation,251,attack,False
4166,test,589,attack,False
4167,train,835,train,True
4168,train,423,train,True
4169,validation,1009,validation,True
4170,test,625,train,False
4171,train,25,train,True
4172,train,9,attack,False
4173,attack,173,attack,True
4174,attack,270,test,False
4175,train,711,train,True
4176,test,791,attack,False
4177,attack,699,train,False
4178,train,1022,train,True
4179,test,926,train,False
4180,train,305,train,True
4181,validation,533,train,False
4182,attack,927,train,False
4183,attack,233,test,False
4184,attack,404,attack,True
4185,attack,754,attack,True
4186,test,925,attack,False
4187,attack,749,train,False
4188,attack,15,train,False
4189,attack,31,validation,False
4190,train,217,test,False
4191,attack,30,train,False
4192,attack,855,train,False
4193,train,588,attack,False
4194,train,195,test,False
4195,train,882,validation,False
4196,train,332,attack,False
4197,attack,491,train,False
4198,train,31,validation,False
4199,train,100,test,False
4200,validation,960,attack,False
4201,validation,191,train,False
4202,attack,212,attack,True
4203,train,313,train,True
4204,validation,447,attack,False
4205,train,477,attack,False
4206,attack,810,train,False
4207,train,39,train,True
4208,train,266,test,False
4209,validation,649,attack,False
4210,train,1007,validation,False
4211,train,431,train,True
4212,test,816,test,True
4213,attack,132,train,False
4214,test,870,train,False
4215,train,733,train,True
4216,attack,156,attack,True
4217,train,344,attack,False
4218,test,452,train,False
4219,train,946,train,True
4220,train,860,attack,False
4221,test,2,attack,False
4222,train,798,train,True
4223,test,371,attack,False
4224,train,956,train,True
4225,validation,782,test,False
4226,attack,667,train,False
4227,attack,527,attack,True
4228,train,549,train,True
4229,attack,840,validation,False
4230,train,933,attack,False
4231,validation,928,train,False
4232,train,35,attack,False
4233,attack,955,train,False
4234,train,503,train,True
4235,train,118,train,True
4236,train,739,train,True
4237,train,877,train,True
4238,validation,110,train,False
4239,train,963,validation,False
4240,attack,100,test,False
4241,train,855,train,True
4242,test,722,test,True
4243,test,516,test,True
4244,test,978,train,False
4245,train,21,test,False
4246,train,69,train,True
4247,train,79,validation,False
4248,test,775,train,False
4249,train,985,train,True
4250,test,709,train,False
4251,attack,672,train,False
4252,attack,898,train,False
4253,train,670,train,True
4254,train,380,attack,False
4255,train,1015,train,True
4256,train,191,train,True
4257,train,745,train,True
4258,train,63,test,False
4259,train,658,attack,False
4260,test,230,attack,False
4261,test,884,train,False
4262,train,961,attack,False
4263,validation,94,train,False
4264,test,684,validation,False
4265,train,165,attack,False
4266,train,724,train,True
4267,test,218,attack,False
4268,attack,37,train,False
4269,train,872,train,True
4270,train,980,train,True
4271,validation,864,test,False
4272,train,102,train,True
4273,train,984,attack,False
4274,attack,363,train,False
4275,train,944,test,False
4276,validation,117,test,False
4277,train,954,train,True
4278,train,415,attack,False
4279,train,580,attack,False
4280,train,448,test,False
4281,test,441,train,False
4282,train,307,test,False
4283,train,113,train,True
4284,attack,267,test,False
4285,train,145,test,False
4286,train,385,attack,False
4287,train,127,attack,False
4288,validation,639,train,False
4289,train,476,attack,False
4290,train,90,attack,False
4291,train,667,train,True
4292,validation,948,attack,False
4293,train,113,train,True
4294,test,44,train,False
4295,attack,200,test,False
4296,validation,473,attack,False
4297,train,287,attack,False
4298,attack,244,train,False
4299,validation,407,train,False
4300,validation,908,test,False
4301,attack,968,train,False
4302,train,958,train,True
4303,train,48,attack,False
4304,test,452,train,False
4305,train,192,attack,False
4306,train,912,attack,False
4307,train,738,validation,False
4308,attack,11,train,False
4309,validation,551,attack,False
4310,train,664,train,True
4311,train,806,train,True
4312,attack,558,train,False
4313,train,3,validation,False
4314,train,586,train,True
4315,train,246,train,True
4316,test,111,train,False
4317,test,514,train,False
4318,validation,316,attack,False
4319,attack,698,train,False
4320,train,336,attack,False
4321,validation,726,train,False
4322,attack,104,attack,True
4323,train,33,attack,False
4324,validation,705,attack,False
4325,test,114,validation,False
4326,attack,371,attack,True
4327,train,386,train,True
4328,attack,346,train,False
4329,attack,47,validation,False
4330,attack,292,attack,True
4331,attack,121,train,False
4332,train,771,attack,False
4333,attack,564,train,False
4334,train,725,test,False
4335,train,659,train,True
4336,validation,87,test,False
4337,train,486,validation,False
4338,attack,85,train,False
4339,attack,150,train,False
4340,attack,357,attack,True
4341,test,72,train,False
4342,validation,703,train,False
4343,train,509,attack,False
4344,train,708,train,True
4345,validation,895,train,False
4346,test,638,attack,False
4347,attack,692,train,False
4348,validation,432,attack,False
4349,attack,521,train,False
4350,train,819,attack,False
4351,train,959,attack,False
4352,attack,670,train,False
4353,attack,65,train,False
4354,train,546,attack,False
4355,train,986,attack,False
4356,validation,897,train,False
4357,train,725,test,False
4358,train,449,validation,False
4359,train,19,train,True
4360,test,140,test,True
4361,test,982,train,False
4362,train,553,train,True
4363,validation,472,attack,False
4364,attack,378,attack,True
4365,train,953,validation,False
4366,train,424,train,True
4367,train,627,train,True
4368,attack,504,validation,False
4369,train,279,train,True
4370,train,321,train,True
4371,train,421,train,True
4372,validation,67,attack,False
4373,train,321,train,True
4374,train,526,test,False
4375,train,388,attack,False
4376,train,545,attack,False
4377,train,261,attack,False
4378,train,986,attack,False
4379,attack,952,test,False
4380,train,802,attack,False
4381,validation,944,test,False
4382,test,615,train,False
4383,test,389,train,False
4384,attack,69,train,False
4385,validation,732,attack,False
4386,attack,389,train,False
4387,attack,602,train,False
4388,train,887,validation,False
4389,attack,444,test,False
4390,train,476,attack,False
4391,train,118,train,True
4392,validation,92,attack,False
4393,train,378,attack,False
4394,train,817,attack,False
4395,test,897,train,False
4396,validation,71,validation,True
4397,validation,3,validation,True
4398,validation,878,train,False
4399,attack,97,attack,True
4400,train,583,train,True
4401,train,992,attack,False
4402,attack,492,test,False
4403,test,840,validation,False
4404,validation,435,validation,True
4405,attack,1015,train,False
4406,attack,297,train,False
4407,attack,696,train,False
4408,train,925,attack,False
4409,train,300,validation,False
4410,train,223,train,True
4411,train,261,attack,False
4412,train,600,train,True
4413,train,211,attack,False
4414,attack,863,train,False
4415,train,674,attack,False
4416,train,702,test,False
4417,train,525,validation,False
4418,train,611,test,False
4419,train,173,attack,False
4420,train,92,attack,False
4421,test,76,train,False
4422,train,946,train,True
4423,train,760,attack,False
4424,attack,465,train,False
4425,validation,1007,validation,True
4426,train,319,attack,False
4427,train,888,attack,False
4428,validation,518,train,False
4429,test,610,train,False
4430,attack,767,train,False
4431,attack,808,train,False
4432,train,704,train,True
4433,test,436,validation,False
4434,validation,877,train,False
4435,attack,242,train,False
4436,test,823,attack,False
4437,train,813,train,True
4438,validation,905,train,False
4439,validation,824,train,False
4440,test,718,attack,False
4441,attack,547,validation,False
4442,validation,600,train,False
4443,test,434,attack,False
4444,train,807,test,False
4445,train,379,validation,False
4446,attack,465,train,False
4447,attack,946,train,False
4448,validation,558,train,False
4449,train,604,train,True
4450,test,91,test,True
4451,train,948,attack,False
4452,train,448,test,False
4453,train,562,train,True
4454,test,504,validation,False
4455,train,988,train,True
4456,train,15,train,True
4457,train,440,train,True
4458,train,415,attack,False
4459,train,727,attack,False
4460,train,743,train,True
4461,train,795,test,False
4462,attack,32,test,False
4463,test,893,test,True
4464,attack,440,train,False
4465,train,152,train,True
4466,train,823,attack,False
4467,attack,874,attack,True
4468,train,912,attack,False
4469,train,440,train,True
4470,train,693,validation,False
4471,train,910,test,False
4472,attack,863,train,False
4473,validation,301,train,False
4474,validation,405,train,False
4475,validation,214,attack,False
4476,train,244,train,True
4477,train,465,train,True
4478,train,695,train,True
4479,test,50,train,False
4480,test,758,train,False
4481,train,352,train,True
4482,train,632,train,True
4483,validation,393,attack,False
4484,train,507,attack,False
4485,train,209,validation,False
4486,attack,566,train,False
4487,attack,63,test,False
4488,train,894,train,True
4489,validation,911,train,False
4490,train,1018,test,False
4491,validation,507,attack,False
4492,train,9,attack,False
4493,attack,338,attack,True
4494,test,26,validation,False
4495,validation,531,train,False
4496,train,386,train,True
4497,train,863,train,True
4498,attack,515,train,False
4499,train,480,attack,False
4500,test,297,train,False
4501,train,728,test,False
4502,test,718,attack,False
4503,validation,122,train,False
4504,train,856,validation,False
4505,attack,71,validation,False
4506,train,859,validation,False
4507,train,570,train,True
4508,train,773,train,True
4509,train,959,attack,False
4510,train,274,train,True
4511,train,380,attack,False
4512,train,55,validation,False
4513,train,828,validation,False
4514,train,622,train,True
4515,attack,224,test,False
4516,validation,835,train,False
4517,train,184,train,True
4518,train,11,train,True
4519,attack,683,train,False
4520,train,76,train,True
4521,train,614,attack,False
4522,attack,396,train,False
4523,train,905,train,True
4524,test,912,attack,False
4525,train,790,train,True
4526,train,572,attack,False
4527,validation,745,train,False
4528,test,633,test,True
4529,validation,680,train,False
4530,attack,6,attack,True
4531,attack,667,train,False
4532,train,838,train,True
4533,test,155,train,False
4534,train,744,train,True
4535,train,387,attack,False
4536,train,971,train,True
4537,train,228,test,False
4538,test,696,train,False
4539,validation,491,train,False
4540,train,48,attack,False
4541,test,727,attack,False
4542,train,935,train,True
4543,attack,123,test,False
4544,attack,201,attack,True
4545,train,468,validation,False
4546,attack,509,attack,True
4547,train,922,train,True
4548,train,93,train,True
4549,train,802,attack,False
4550,attack,787,attack,True
4551,train,77,test,False
4552,train,85,train,True
4553,train,119,attack,False
4554,validation,599,train,False
4555,train,733,train,True
4556,train,849,attack,False
4557,test,499,validation,False
4558,attack,483,attack,True
4559,train,494,attack,False
4560,train,688,train,True
4561,attack,674,attack,True
4562,train,13,attack,False
4563,test,278,train,False
4564,train,214,attack,False
4565,attack,692,train,False
4566,attack,990,test,False
4567,attack,428,validation,False
4568,train,607,train,True
4569,train,271,validation,False
4570,test,897,train,False
4571,train,1000,train,True
4572,test,712,train,False
4573,attack,649,attack,True
4574,train,423,train,True
4575,validation,509,attack,False
4576,attack,20,train,False
4577,test,593,train,False
4578,train,224,test,False
4579,attack,15,train,False
4580,validation,510,train,False
4581,train,730,attack,False
4582,validation,369,train,False
4583,train,159,train,True
4584,test,448,test,True
4585,validation,390,attack,False
4586,attack,318,validation,False
4587,train,284,train,True
4588,test,982,train,False
4589,attack,125,train,False
4590,attack,812,attack,True
4591,attack,965,train,False
4592,train,260,validation,False
4593,train,414,validation,False
4594,attack,179,test,False
4595,train,819,attack,False
4596,train,112,validation,False
4597,attack,642,attack,True
4598,train,289,train,True
4599,validation,112,validation,True
4600,test,774,attack,False
4601,validation,7,train,False
4602,train,749,train,True
4603,attack,51,train,False
4604,train,81,train,True
4605,test,1023,train,False
4606,train,419,train,True
4607,attack,434,attack,True
4608,test,987,test,True
4609,train,609,train,True
4610,attack,538,train,False
4611,train,590,train,True
4612,train,110,train,True
4613,validation,413,train,False
4614,test,539,train,False
4615,train,769,attack,False
4616,train,1023,train,True
4617,train,85,train,True
4618,attack,255,train,False
4619,train,984,attack,False
4620,attack,406,validation,False
4621,train,511,attack,False
4622,train,823,attack,False
4623,attack,786,attack,True
4624,test,674,attack,False
4625,train,948,attack,False
4626,train,672,train,True
4627,train,638,attack,False
4628,train,808,train,True
4629,train,918,attack,False
4630,validation,969,train,False
4631,train,700,attack,False
4632,test,442,train,False
4633,attack,692,train,False
4634,validation,170,train,False
4635,test,584,train,False
4636,attack,338,attack,True
4637,train,11,train,True
4638,attack,103,attack,True
4639,validation,118,train,False
4640,attack,200,test,False
4641,attack,458,attack,True
4642,validation,950,test,False
4643,train,880,validation,False
4644,train,40,train,True
4645,attack,666,train,False
4646,attack,702,test,False
4647,train,842,validation,False
4648,train,501,test,False
4649,attack,99,train,False
4650,train,161,train,True
4651,train,356,train,True
4652,test,791,attack,False
4653,validation,761,train,False
4654,test,399,validation,False
4655,train,194,attack,False
4656,train,767,train,True
4657,train,146,train,True
4658,train,126,test,False
4659,attack,8,train,False
4660,train,699,train,True
4661,attack,913,train,False
4662,test,588,attack,False
4663,train,582,test,False
4664,train,416,train,True
4665,attack,1000,train,False
4666,test,945,attack,False
4667,train,640,train,True
4668,train,824,train,True
4669,train,918,attack,False
4670,train,424,train,True
4671,attack,990,test,False
4672,test,91,test,True
4673,train,647,train,True
4674,train,349,attack,False
4675,validation,694,train,False
4676,attack,557,train,False
4677,train,525,validation,False
4678,train,646,train,True
4679,train,386,train,True
4680,validation,627,train,False
4681,validation,11,train,False
4682,train,905,train,True
4683,test,743,train,False
4684,validation,446,train,False
4685,validation,987,test,False
4686,train,330,train,True
4687,attack,478,train,False
4688,train,923,train,True
4689,validation,821,validation,True
4690,attack,908,test,False
4691,train,390,attack,False
4692,train,500,attack,False
4693,attack,753,test,False
4694,test,381,test,True
4695,train,179,test,False
4696,validation,480,attack,False
4697,attack,261,attack,True
4698,validation,972,validation,True
4699,train,102,train,True
4700,train,1007,validation,False
4701,attack,16,train,False
4702,validation,393,attack,False
4703,train,321,train,True
4704,train,569,train,True
4705,train,96,train,True
4706,train,527,attack,False
4707,train,416,train,True
4708,train,417,train,True
4709,train,303,train,True
4710,attack,504,validation,False
4711,train,938,train,True
4712,attack,588,attack,True
4713,train,947,train,True
4714,validation,88,validation,True
4715,train,726,train,True
4716,test,417,train,False
4717,test,837,train,False
4718,attack,41,attack,True
4719,test,538,train,False
4720,train,772,validation,False
4721,attack,913,train,False
4722,train,415,attack,False
4723,train,883,validation,False
4724,train,315,train,True
4725,train,843,train,True
4726,train,533,train,True
4727,attack,100,test,False
4728,train,891,train,True
4729,train,749,train,True
4730,train,883,validation,False
4731,attack,483,attack,True
4732,train,847,train,True
4733,validation,1020,train,False
4734,train,950,test,False
4735,train,796,attack,False
4736,train,226,attack,False
4737,attack,199,validation,False
4738,attack,891,train,False
4739,train,237,train,True
4740,train,793,attack,False
4741,train,24,validation,False
4742,test,1017,attack,False
4743,train,799,validation,False
4744,train,24,validation,False
4745,train,990,test,False
4746,train,400,train,True
4747,train,398,attack,False
4748,train,580,attack,False
4749,train,993,train,True
4750,validation,133,train,False
4751,validation,867,train,False
4752,train,1018,test,False
4753,test,519,attack,False
4754,train,108,train,True
4755,test,269,train,False
4756,attack,813,train,False
4757,test,863,train,False
4758,attack,992,attack,True
4759,train,792,test,False
4760,attack,30,train,False
4761,attack,166,test,False
4762,train,8,train,True
4763,attack,573,train,False
4764,attack,183,train,False
4765,train,790,train,True
4766,test,841,train,False
4767,train,860,attack,False
4768,test,516,test,True
4769,train,150,train,True
4770,train,562,train,True
4771,train,237,train,True
4772,test,906,train,False
4773,attack,54,attack,True
4774,attack,285,train,False
4775,attack,277,test,False
4776,train,668,train,True
4777,validation,175,attack,False
4778,attack,265,train,False
4779,attack,133,train,False
4780,train,911,train,True
4781,train,558,train,True
4782,attack,570,train,False
4783,attack,384,validation,False
4784,validation,314,validation,True
4785,train,194,attack,False
4786,test,486,validation,False
4787,train,907,attack,False
4788,train,131,train,True
4789,train,102,train,True
4790,train,552,train,True
4791,train,122,train,True
4792,train,425,train,True
4793,train,288,attack,False
4794,train,139,test,False
4795,train,679,train,True
4796,validation,348,train,False
4797,attack,96,train,False
4798,validation,747,train,False
4799,validation,399,validation,True
4800,train,365,test,False
4801,train,492,test,False
4802,test,940,train,False
4803,validation,273,train,False
4804,train,844,train,True
4805,train,913,train,True
4806,validation,810,train,False
4807,train,258,train,True
4808,train,277,test,False
4809,test,5,train,False
4810,train,483,attack,False
4811,train,697,attack,False
4812,train,427,attack,False
4813,attack,438,train,False
4814,attack,924,attack,True
4815,test,921,train,False
4816,attack,873,test,False
4817,train,546,attack,False
4818,test,820,attack,False
4819,test,413,train,False
4820,attack,364,train,False
4821,attack,1004,test,False
4822,train,474,train,True
4823,attack,429,attack,True
4824,test,471,train,False
4825,validation,436,validation,True
4826,test,320,train,False
4827,train,189,train,True
4828,train,954,train,True
4829,train,941,attack,False
4830,validation,607,train,False
4831,attack,1021,train,False
4832,train,570,train,True
4833,train,796,attack,False
4834,train,811,train,True
4835,attack,936,train,False
4836,train,712,train,True
4837,train,726,train,True
4838,train,239,attack,False
4839,attack,414,validation,False
4840,train,103,attack,False
4841,train,684,validation,False
4842,validation,211,attack,False
4843,attack,1022,train,False
4844,train,252,attack,False
4845,attack,824,train,False
4846,train,300,validation,False
4847,validation,484,attack,False
4848,test,688,train,False
4849,train,71,validation,False
4850,train,665,attack,False
4851,train,613,train,True
4852,attack,252,attack,True
4853,train,409,train,True
4854,attack,84,train,False
4855,test,322,attack,False
4856,train,992,attack,False
4857,train,435,validation,False
