experiment_id,campaign_partition,category,category_id,target_sbox,target_sbox_index,key_id,session_id,is_valid_response,is_clean_target,is_clean_target_ineffective,is_clean_target_effective,is_missed,is_off_target,is_multi_hit,is_invalid_reset,sifa_oracle_usable,sefa_oracle_usable,shfa_oracle_branch
3276,attack,clean_target_effective,2,S5,5,22,4,1,1,0,1,0,0,0,0,0,1,2
3278,attack,clean_target_ineffective,1,S0,0,22,5,1,1,1,0,0,0,0,0,1,0,1
3279,attack,clean_target_effective,2,S5,5,22,0,1,1,0,1,0,0,0,0,0,1,2
3280,attack,clean_target_ineffective,1,S0,0,23,4,1,1,1,0,0,0,0,0,1,0,1
3281,attack,missed,0,S0,0,22,5,1,0,0,0,1,0,0,0,0,0,0
3287,attack,missed,0,S0,0,22,0,1,0,0,0,1,0,0,0,0,0,0
3289,attack,clean_target_effective,2,S5,5,22,4,1,1,0,1,0,0,0,0,0,1,2
3292,attack,clean_target_effective,2,S5,5,23,2,1,1,0,1,0,0,0,0,0,1,2
3296,attack,missed,0,S0,0,23,0,1,0,0,0,1,0,0,0,0,0,0
3297,attack,off_target,3,S5,5,22,6,1,0,0,0,0,1,0,0,0,0,0
3302,attack,multi_hit,4,S5,5,22,5,1,0,0,0,0,0,1,0,0,0,0
3303,attack,clean_target_effective,2,S0,0,23,4,1,1,0,1,0,0,0,0,0,1,2
3305,attack,missed,0,S5,5,23,2,1,0,0,0,1,0,0,0,0,0,0
3307,attack,invalid_reset,5,S0,0,23,7,0,0,0,0,0,0,0,1,0,0,0
3309,attack,clean_target_effective,2,S0,0,22,7,1,1,0,1,0,0,0,0,0,1,2
3311,attack,off_target,3,S0,0,23,1,1,0,0,0,0,1,0,0,0,0,0
3312,attack,clean_target_ineffective,1,S0,0,22,2,1,1,1,0,0,0,0,0,1,0,1
3315,attack,clean_target_ineffective,1,S5,5,23,2,1,1,1,0,0,0,0,0,1,0,1
3318,attack,clean_target_ineffective,1,S0,0,23,0,1,1,1,0,0,0,0,0,1,0,1
3319,attack,clean_target_effective,2,S5,5,22,2,1,1,0,1,0,0,0,0,0,1,2
3333,attack,missed,0,S5,5,22,2,1,0,0,0,1,0,0,0,0,0,0
3336,attack,multi_hit,4,S5,5,23,1,1,0,0,0,0,0,1,0,0,0,0
3338,attack,off_target,3,S5,5,22,4,1,0,0,0,0,1,0,0,0,0,0
3339,attack,missed,0,S0,0,22,3,1,0,0,0,1,0,0,0,0,0,0
3342,attack,clean_target_effective,2,S0,0,22,2,1,1,0,1,0,0,0,0,0,1,2
3345,attack,clean_target_ineffective,1,S0,0,22,6,1,1,1,0,0,0,0,0,1,0,1
3350,attack,missed,0,S5,5,22,4,1,0,0,0,1,0,0,0,0,0,0
3358,attack,clean_target_ineffective,1,S5,5,22,5,1,1,1,0,0,0,0,0,1,0,1
3359,attack,clean_target_effective,2,S5,5,23,3,1,1,0,1,0,0,0,0,0,1,2
3361,attack,clean_target_effective,2,S0,0,23,2,1,1,0,1,0,0,0,0,0,1,2
3364,attack,invalid_reset,5,S0,0,23,6,0,0,0,0,0,0,0,1,0,0,0
3366,attack,clean_target_effective,2,S0,0,23,2,1,1,0,1,0,0,0,0,0,1,2
3367,attack,off_target,3,S5,5,23,0,1,0,0,0,0,1,0,0,0,0,0
3375,attack,off_target,3,S5,5,23,1,1,0,0,0,0,1,0,0,0,0,0
3376,attack,missed,0,S0,0,23,2,1,0,0,0,1,0,0,0,0,0,0
3380,attack,off_target,3,S5,5,22,2,1,0,0,0,0,1,0,0,0,0,0
3393,attack,missed,0,S5,5,22,4,1,0,0,0,1,0,0,0,0,0,0
3396,attack,off_target,3,S5,5,22,4,1,0,0,0,0,1,0,0,0,0,0
3400,attack,multi_hit,4,S0,0,22,2,1,0,0,0,0,0,1,0,0,0,0
3401,attack,missed,0,S0,0,23,5,1,0,0,0,1,0,0,0,0,0,0
3402,attack,multi_hit,4,S0,0,22,4,1,0,0,0,0,0,1,0,0,0,0
3407,attack,off_target,3,S5,5,23,7,1,0,0,0,0,1,0,0,0,0,0
3408,attack,clean_target_effective,2,S0,0,22,2,1,1,0,1,0,0,0,0,0,1,2
3424,attack,off_target,3,S5,5,22,5,1,0,0,0,0,1,0,0,0,0,0
3426,attack,missed,0,S5,5,22,3,1,0,0,0,1,0,0,0,0,0,0
3429,attack,missed,0,S5,5,22,5,1,0,0,0,1,0,0,0,0,0,0
3433,attack,invalid_reset,5,S0,0,22,2,0,0,0,0,0,0,0,1,0,0,0
3441,attack,missed,0,S0,0,23,6,1,0,0,0,1,0,0,0,0,0,0
3447,attack,clean_target_ineffective,1,S0,0,23,7,1,1,1,0,0,0,0,0,1,0,1
3449,attack,missed,0,S0,0,22,2,1,0,0,0,1,0,0,0,0,0,0
3460,attack,clean_target_effective,2,S0,0,23,2,1,1,0,1,0,0,0,0,0,1,2
3461,attack,clean_target_effective,2,S5,5,22,2,1,1,0,1,0,0,0,0,0,1,2
3466,attack,missed,0,S0,0,22,6,1,0,0,0,1,0,0,0,0,0,0
3469,attack,invalid_reset,5,S0,0,23,2,0,0,0,0,0,0,0,1,0,0,0
3475,attack,clean_target_ineffective,1,S0,0,22,1,1,1,1,0,0,0,0,0,1,0,1
3476,attack,clean_target_ineffective,1,S5,5,22,0,1,1,1,0,0,0,0,0,1,0,1
3479,attack,clean_target_effective,2,S5,5,22,1,1,1,0,1,0,0,0,0,0,1,2
3482,attack,clean_target_effective,2,S5,5,22,7,1,1,0,1,0,0,0,0,0,1,2
3486,attack,clean_target_effective,2,S0,0,22,3,1,1,0,1,0,0,0,0,0,1,2
3491,attack,missed,0,S0,0,23,5,1,0,0,0,1,0,0,0,0,0,0
3492,attack,missed,0,S5,5,22,6,1,0,0,0,1,0,0,0,0,0,0
3494,attack,off_target,3,S0,0,23,6,1,0,0,0,0,1,0,0,0,0,0
3499,attack,multi_hit,4,S0,0,23,0,1,0,0,0,0,0,1,0,0,0,0
3500,attack,clean_target_effective,2,S0,0,22,0,1,1,0,1,0,0,0,0,0,1,2
3502,attack,off_target,3,S0,0,23,5,1,0,0,0,0,1,0,0,0,0,0
3503,attack,missed,0,S0,0,23,7,1,0,0,0,1,0,0,0,0,0,0
3506,attack,missed,0,S0,0,23,4,1,0,0,0,1,0,0,0,0,0,0
3513,attack,missed,0,S5,5,22,6,1,0,0,0,1,0,0,0,0,0,0
3518,attack,clean_target_effective,2,S5,5,22,0,1,1,0,1,0,0,0,0,0,1,2
3519,attack,missed,0,S5,5,22,6,1,0,0,0,1,0,0,0,0,0,0
3527,attack,clean_target_effective,2,S0,0,22,6,1,1,0,1,0,0,0,0,0,1,2
3531,attack,clean_target_effective,2,S0,0,22,4,1,1,0,1,0,0,0,0,0,1,2
3536,attack,clean_target_effective,2,S0,0,22,0,1,1,0,1,0,0,0,0,0,1,2
3540,attack,missed,0,S0,0,23,7,1,0,0,0,1,0,0,0,0,0,0
3541,attack,invalid_reset,5,S5,5,22,7,0,0,0,0,0,0,0,1,0,0,0
3548,attack,off_target,3,S0,0,23,7,1,0,0,0,0,1,0,0,0,0,0
3549,attack,multi_hit,4,S0,0,23,1,1,0,0,0,0,0,1,0,0,0,0
3556,attack,clean_target_effective,2,S5,5,23,2,1,1,0,1,0,0,0,0,0,1,2
3567,attack,off_target,3,S5,5,23,3,1,0,0,0,0,1,0,0,0,0,0
3569,attack,off_target,3,S0,0,23,6,1,0,0,0,0,1,0,0,0,0,0
3570,attack,clean_target_ineffective,1,S0,0,22,3,1,1,1,0,0,0,0,0,1,0,1
3574,attack,multi_hit,4,S5,5,23,5,1,0,0,0,0,0,1,0,0,0,0
3575,attack,multi_hit,4,S0,0,22,6,1,0,0,0,0,0,1,0,0,0,0
3578,attack,multi_hit,4,S5,5,22,2,1,0,0,0,0,0,1,0,0,0,0
3583,attack,missed,0,S0,0,22,6,1,0,0,0,1,0,0,0,0,0,0
3587,attack,missed,0,S0,0,23,4,1,0,0,0,1,0,0,0,0,0,0
3590,attack,multi_hit,4,S0,0,22,2,1,0,0,0,0,0,1,0,0,0,0
3596,attack,missed,0,S0,0,22,5,1,0,0,0,1,0,0,0,0,0,0
3605,attack,missed,0,S5,5,22,5,1,0,0,0,1,0,0,0,0,0,0
3607,attack,clean_target_ineffective,1,S0,0,22,4,1,1,1,0,0,0,0,0,1,0,1
3617,attack,clean_target_ineffective,1,S5,5,22,2,1,1,1,0,0,0,0,0,1,0,1
3618,attack,clean_target_ineffective,1,S0,0,22,0,1,1,1,0,0,0,0,0,1,0,1
3620,attack,clean_target_effective,2,S0,0,22,0,1,1,0,1,0,0,0,0,0,1,2
3622,attack,multi_hit,4,S5,5,22,0,1,0,0,0,0,0,1,0,0,0,0
3625,attack,off_target,3,S0,0,23,1,1,0,0,0,0,1,0,0,0,0,0
3626,attack,off_target,3,S0,0,23,6,1,0,0,0,0,1,0,0,0,0,0
3629,attack,multi_hit,4,S0,0,22,5,1,0,0,0,0,0,1,0,0,0,0
3635,attack,off_target,3,S5,5,22,6,1,0,0,0,0,1,0,0,0,0,0
3644,attack,missed,0,S5,5,23,2,1,0,0,0,1,0,0,0,0,0,0
3646,attack,missed,0,S0,0,23,2,1,0,0,0,1,0,0,0,0,0,0
3649,attack,off_target,3,S0,0,23,4,1,0,0,0,0,1,0,0,0,0,0
3651,attack,missed,0,S0,0,23,6,1,0,0,0,1,0,0,0,0,0,0
3655,attack,off_target,3,S5,5,23,5,1,0,0,0,0,1,0,0,0,0,0
3658,attack,invalid_reset,5,S0,0,23,6,0,0,0,0,0,0,0,1,0,0,0
3666,attack,missed,0,S5,5,22,2,1,0,0,0,1,0,0,0,0,0,0
3672,attack,missed,0,S0,0,23,5,1,0,0,0,1,0,0,0,0,0,0
3673,attack,clean_target_effective,2,S0,0,22,2,1,1,0,1,0,0,0,0,0,1,2
3675,attack,missed,0,S5,5,22,3,1,0,0,0,1,0,0,0,0,0,0
3684,attack,clean_target_ineffective,1,S0,0,22,0,1,1,1,0,0,0,0,0,1,0,1
3687,attack,off_target,3,S0,0,23,5,1,0,0,0,0,1,0,0,0,0,0
3689,attack,missed,0,S0,0,22,5,1,0,0,0,1,0,0,0,0,0,0
3692,attack,missed,0,S0,0,22,6,1,0,0,0,1,0,0,0,0,0,0
3700,attack,clean_target_effective,2,S5,5,23,1,1,1,0,1,0,0,0,0,0,1,2
3703,attack,clean_target_effective,2,S0,0,23,3,1,1,0,1,0,0,0,0,0,1,2
3708,attack,missed,0,S0,0,23,5,1,0,0,0,1,0,0,0,0,0,0
3714,attack,multi_hit,4,S0,0,22,1,1,0,0,0,0,0,1,0,0,0,0
3727,attack,missed,0,S5,5,23,0,1,0,0,0,1,0,0,0,0,0,0
3737,attack,clean_target_effective,2,S0,0,23,0,1,1,0,1,0,0,0,0,0,1,2
3738,attack,clean_target_ineffective,1,S5,5,23,1,1,1,1,0,0,0,0,0,1,0,1
3742,attack,multi_hit,4,S0,0,22,5,1,0,0,0,0,0,1,0,0,0,0
3747,attack,clean_target_ineffective,1,S5,5,23,5,1,1,1,0,0,0,0,0,1,0,1
3764,attack,clean_target_effective,2,S5,5,23,7,1,1,0,1,0,0,0,0,0,1,2
3772,attack,clean_target_effective,2,S5,5,22,2,1,1,0,1,0,0,0,0,0,1,2
3775,attack,missed,0,S0,0,23,7,1,0,0,0,1,0,0,0,0,0,0
3778,attack,clean_target_ineffective,1,S0,0,23,3,1,1,1,0,0,0,0,0,1,0,1
3783,attack,clean_target_effective,2,S5,5,22,0,1,1,0,1,0,0,0,0,0,1,2
3788,attack,clean_target_effective,2,S0,0,23,1,1,1,0,1,0,0,0,0,0,1,2
3789,attack,clean_target_effective,2,S5,5,23,6,1,1,0,1,0,0,0,0,0,1,2
3794,attack,clean_target_ineffective,1,S0,0,23,3,1,1,1,0,0,0,0,0,1,0,1
3795,attack,clean_target_effective,2,S5,5,23,3,1,1,0,1,0,0,0,0,0,1,2
3796,attack,clean_target_effective,2,S0,0,22,1,1,1,0,1,0,0,0,0,0,1,2
3805,attack,off_target,3,S5,5,22,3,1,0,0,0,0,1,0,0,0,0,0
3811,attack,clean_target_ineffective,1,S5,5,22,3,1,1,1,0,0,0,0,0,1,0,1
3814,attack,invalid_reset,5,S0,0,23,2,0,0,0,0,0,0,0,1,0,0,0
3817,attack,clean_target_ineffective,1,S0,0,23,3,1,1,1,0,0,0,0,0,1,0,1
3818,attack,multi_hit,4,S5,5,23,4,1,0,0,0,0,0,1,0,0,0,0
3824,attack,invalid_reset,5,S5,5,23,4,0,0,0,0,0,0,0,1,0,0,0
3826,attack,off_target,3,S0,0,22,7,1,0,0,0,0,1,0,0,0,0,0
3827,attack,clean_target_effective,2,S0,0,23,1,1,1,0,1,0,0,0,0,0,1,2
3829,attack,off_target,3,S0,0,22,4,1,0,0,0,0,1,0,0,0,0,0
3830,attack,invalid_reset,5,S5,5,23,5,0,0,0,0,0,0,0,1,0,0,0
3831,attack,clean_target_effective,2,S0,0,23,2,1,1,0,1,0,0,0,0,0,1,2
3833,attack,missed,0,S0,0,22,7,1,0,0,0,1,0,0,0,0,0,0
3839,attack,invalid_reset,5,S0,0,22,4,0,0,0,0,0,0,0,1,0,0,0
3846,attack,missed,0,S0,0,22,0,1,0,0,0,1,0,0,0,0,0,0
3848,attack,clean_target_ineffective,1,S5,5,22,4,1,1,1,0,0,0,0,0,1,0,1
3852,attack,clean_target_ineffective,1,S0,0,23,2,1,1,1,0,0,0,0,0,1,0,1
3854,attack,clean_target_ineffective,1,S0,0,22,5,1,1,1,0,0,0,0,0,1,0,1
3856,attack,off_target,3,S0,0,22,0,1,0,0,0,0,1,0,0,0,0,0
3858,attack,missed,0,S0,0,23,0,1,0,0,0,1,0,0,0,0,0,0
3866,attack,clean_target_effective,2,S0,0,23,1,1,1,0,1,0,0,0,0,0,1,2
3872,attack,clean_target_effective,2,S0,0,22,7,1,1,0,1,0,0,0,0,0,1,2
3880,attack,off_target,3,S0,0,22,1,1,0,0,0,0,1,0,0,0,0,0
3881,attack,missed,0,S0,0,23,2,1,0,0,0,1,0,0,0,0,0,0
3882,attack,missed,0,S5,5,23,5,1,0,0,0,1,0,0,0,0,0,0
3883,attack,multi_hit,4,S5,5,23,6,1,0,0,0,0,0,1,0,0,0,0
3894,attack,clean_target_ineffective,1,S0,0,23,0,1,1,1,0,0,0,0,0,1,0,1
3896,attack,multi_hit,4,S0,0,23,0,1,0,0,0,0,0,1,0,0,0,0
3897,attack,invalid_reset,5,S0,0,23,6,0,0,0,0,0,0,0,1,0,0,0
3899,attack,missed,0,S5,5,22,5,1,0,0,0,1,0,0,0,0,0,0
3903,attack,off_target,3,S5,5,23,1,1,0,0,0,0,1,0,0,0,0,0
3909,attack,missed,0,S0,0,22,7,1,0,0,0,1,0,0,0,0,0,0
3911,attack,missed,0,S5,5,22,4,1,0,0,0,1,0,0,0,0,0,0
3923,attack,off_target,3,S5,5,23,0,1,0,0,0,0,1,0,0,0,0,0
3926,attack,clean_target_ineffective,1,S5,5,22,4,1,1,1,0,0,0,0,0,1,0,1
3927,attack,clean_target_effective,2,S5,5,22,4,1,1,0,1,0,0,0,0,0,1,2
3932,attack,clean_target_ineffective,1,S0,0,23,3,1,1,1,0,0,0,0,0,1,0,1
3935,attack,clean_target_effective,2,S5,5,23,1,1,1,0,1,0,0,0,0,0,1,2
3937,attack,clean_target_ineffective,1,S5,5,22,0,1,1,1,0,0,0,0,0,1,0,1
3941,attack,missed,0,S5,5,23,6,1,0,0,0,1,0,0,0,0,0,0
3942,attack,missed,0,S5,5,23,2,1,0,0,0,1,0,0,0,0,0,0
3945,attack,clean_target_effective,2,S0,0,23,2,1,1,0,1,0,0,0,0,0,1,2
3947,attack,missed,0,S0,0,23,1,1,0,0,0,1,0,0,0,0,0,0
3951,attack,missed,0,S5,5,22,4,1,0,0,0,1,0,0,0,0,0,0
3953,attack,multi_hit,4,S5,5,23,4,1,0,0,0,0,0,1,0,0,0,0
3954,attack,clean_target_ineffective,1,S5,5,22,7,1,1,1,0,0,0,0,0,1,0,1
3957,attack,clean_target_effective,2,S0,0,22,2,1,1,0,1,0,0,0,0,0,1,2
3958,attack,off_target,3,S0,0,23,7,1,0,0,0,0,1,0,0,0,0,0
3961,attack,clean_target_effective,2,S5,5,23,3,1,1,0,1,0,0,0,0,0,1,2
3963,attack,clean_target_effective,2,S0,0,23,1,1,1,0,1,0,0,0,0,0,1,2
3965,attack,clean_target_effective,2,S5,5,23,4,1,1,0,1,0,0,0,0,0,1,2
3968,attack,off_target,3,S0,0,23,6,1,0,0,0,0,1,0,0,0,0,0
3969,attack,off_target,3,S0,0,23,5,1,0,0,0,0,1,0,0,0,0,0
3970,attack,invalid_reset,5,S0,0,22,6,0,0,0,0,0,0,0,1,0,0,0
3972,attack,clean_target_effective,2,S5,5,23,2,1,1,0,1,0,0,0,0,0,1,2
3976,attack,missed,0,S5,5,22,1,1,0,0,0,1,0,0,0,0,0,0
3992,attack,clean_target_ineffective,1,S5,5,23,0,1,1,1,0,0,0,0,0,1,0,1
4008,attack,clean_target_effective,2,S0,0,22,4,1,1,0,1,0,0,0,0,0,1,2
4014,attack,missed,0,S5,5,22,6,1,0,0,0,1,0,0,0,0,0,0
4017,attack,clean_target_effective,2,S0,0,23,0,1,1,0,1,0,0,0,0,0,1,2
4023,attack,off_target,3,S0,0,22,1,1,0,0,0,0,1,0,0,0,0,0
4030,attack,clean_target_effective,2,S0,0,23,6,1,1,0,1,0,0,0,0,0,1,2
4033,attack,off_target,3,S5,5,23,2,1,0,0,0,0,1,0,0,0,0,0
4034,attack,missed,0,S0,0,22,4,1,0,0,0,1,0,0,0,0,0,0
4039,attack,off_target,3,S5,5,22,3,1,0,0,0,0,1,0,0,0,0,0
4043,attack,clean_target_effective,2,S0,0,22,5,1,1,0,1,0,0,0,0,0,1,2
4044,attack,off_target,3,S0,0,23,3,1,0,0,0,0,1,0,0,0,0,0
4057,attack,off_target,3,S0,0,22,1,1,0,0,0,0,1,0,0,0,0,0
4060,attack,clean_target_ineffective,1,S0,0,23,4,1,1,1,0,0,0,0,0,1,0,1
4066,attack,missed,0,S0,0,23,2,1,0,0,0,1,0,0,0,0,0,0
4083,attack,clean_target_effective,2,S0,0,22,5,1,1,0,1,0,0,0,0,0,1,2
4086,attack,missed,0,S5,5,23,3,1,0,0,0,1,0,0,0,0,0,0
4089,attack,clean_target_effective,2,S0,0,23,2,1,1,0,1,0,0,0,0,0,1,2
4091,attack,off_target,3,S0,0,23,5,1,0,0,0,0,1,0,0,0,0,0
4095,attack,clean_target_effective,2,S5,5,23,6,1,1,0,1,0,0,0,0,0,1,2
4099,attack,multi_hit,4,S0,0,22,3,1,0,0,0,0,0,1,0,0,0,0
4107,attack,missed,0,S5,5,22,3,1,0,0,0,1,0,0,0,0,0,0
4109,attack,multi_hit,4,S0,0,22,5,1,0,0,0,0,0,1,0,0,0,0
4116,attack,clean_target_ineffective,1,S0,0,22,7,1,1,1,0,0,0,0,0,1,0,1
4117,attack,multi_hit,4,S5,5,22,7,1,0,0,0,0,0,1,0,0,0,0
4118,attack,missed,0,S0,0,22,6,1,0,0,0,1,0,0,0,0,0,0
4123,attack,clean_target_effective,2,S5,5,22,1,1,1,0,1,0,0,0,0,0,1,2
4125,attack,multi_hit,4,S5,5,23,7,1,0,0,0,0,0,1,0,0,0,0
4129,attack,missed,0,S0,0,22,6,1,0,0,0,1,0,0,0,0,0,0
4132,attack,off_target,3,S0,0,23,0,1,0,0,0,0,1,0,0,0,0,0
4138,attack,off_target,3,S0,0,22,7,1,0,0,0,0,1,0,0,0,0,0
4143,attack,missed,0,S5,5,22,4,1,0,0,0,1,0,0,0,0,0,0
4147,attack,clean_target_effective,2,S5,5,22,2,1,1,0,1,0,0,0,0,0,1,2
4153,attack,clean_target_effective,2,S0,0,22,0,1,1,0,1,0,0,0,0,0,1,2
4154,attack,clean_target_effective,2,S0,0,22,0,1,1,0,1,0,0,0,0,0,1,2
4158,attack,invalid_reset,5,S0,0,22,6,0,0,0,0,0,0,0,1,0,0,0
4161,attack,multi_hit,4,S0,0,23,7,1,0,0,0,0,0,1,0,0,0,0
4164,attack,clean_target_ineffective,1,S0,0,22,6,1,1,1,0,0,0,0,0,1,0,1
4173,attack,missed,0,S5,5,23,4,1,0,0,0,1,0,0,0,0,0,0
4174,attack,multi_hit,4,S5,5,23,7,1,0,0,0,0,0,1,0,0,0,0
4177,attack,clean_target_effective,2,S5,5,22,0,1,1,0,1,0,0,0,0,0,1,2
4182,attack,off_target,3,S0,0,23,6,1,0,0,0,0,1,0,0,0,0,0
4183,attack,off_target,3,S5,5,22,2,1,0,0,0,0,1,0,0,0,0,0
4184,attack,clean_target_effective,2,S0,0,23,2,1,1,0,1,0,0,0,0,0,1,2
4185,attack,multi_hit,4,S5,5,23,1,1,0,0,0,0,0,1,0,0,0,0
4187,attack,clean_target_effective,2,S0,0,22,3,1,1,0,1,0,0,0,0,0,1,2
4188,attack,clean_target_ineffective,1,S0,0,22,1,1,1,1,0,0,0,0,0,1,0,1
4189,attack,invalid_reset,5,S5,5,22,4,0,0,0,0,0,0,0,1,0,0,0
4191,attack,clean_target_effective,2,S0,0,23,3,1,1,0,1,0,0,0,0,0,1,2
4192,attack,off_target,3,S0,0,23,3,1,0,0,0,0,1,0,0,0,0,0
4197,attack,multi_hit,4,S0,0,23,6,1,0,0,0,0,0,1,0,0,0,0
4202,attack,off_target,3,S0,0,22,0,1,0,0,0,0,1,0,0,0,0,0
4206,attack,off_target,3,S0,0,23,1,1,0,0,0,0,1,0,0,0,0,0
4213,attack,clean_target_effective,2,S5,5,22,6,1,1,0,1,0,0,0,0,0,1,2
4216,attack,clean_target_effective,2,S5,5,22,3,1,1,0,1,0,0,0,0,0,1,2
4226,attack,off_target,3,S5,5,22,7,1,0,0,0,0,1,0,0,0,0,0
4227,attack,invalid_reset,5,S5,5,22,3,0,0,0,0,0,0,0,1,0,0,0
4229,attack,multi_hit,4,S5,5,23,2,1,0,0,0,0,0,1,0,0,0,0
4233,attack,off_target,3,S0,0,22,7,1,0,0,0,0,1,0,0,0,0,0
4240,attack,missed,0,S5,5,23,0,1,0,0,0,1,0,0,0,0,0,0
4251,attack,invalid_reset,5,S0,0,23,5,0,0,0,0,0,0,0,1,0,0,0
4252,attack,missed,0,S5,5,23,7,1,0,0,0,1,0,0,0,0,0,0
4268,attack,missed,0,S0,0,22,7,1,0,0,0,1,0,0,0,0,0,0
4274,attack,clean_target_ineffective,1,S5,5,22,3,1,1,1,0,0,0,0,0,1,0,1
4284,attack,off_target,3,S5,5,23,3,1,0,0,0,0,1,0,0,0,0,0
4295,attack,clean_target_effective,2,S5,5,23,4,1,1,0,1,0,0,0,0,0,1,2
4298,attack,clean_target_effective,2,S0,0,22,6,1,1,0,1,0,0,0,0,0,1,2
4301,attack,invalid_reset,5,S5,5,22,4,0,0,0,0,0,0,0,1,0,0,0
4308,attack,clean_target_ineffective,1,S5,5,23,2,1,1,1,0,0,0,0,0,1,0,1
4312,attack,missed,0,S0,0,23,4,1,0,0,0,1,0,0,0,0,0,0
4319,attack,clean_target_effective,2,S0,0,22,0,1,1,0,1,0,0,0,0,0,1,2
4322,attack,missed,0,S0,0,22,0,1,0,0,0,1,0,0,0,0,0,0
4326,attack,clean_target_effective,2,S5,5,23,3,1,1,0,1,0,0,0,0,0,1,2
4328,attack,clean_target_effective,2,S5,5,22,1,1,1,0,1,0,0,0,0,0,1,2
4329,attack,clean_target_ineffective,1,S5,5,22,7,1,1,1,0,0,0,0,0,1,0,1
4330,attack,missed,0,S0,0,22,5,1,0,0,0,1,0,0,0,0,0,0
4331,attack,missed,0,S0,0,23,6,1,0,0,0,1,0,0,0,0,0,0
4333,attack,clean_target_ineffective,1,S0,0,23,4,1,1,1,0,0,0,0,0,1,0,1
4338,attack,off_target,3,S0,0,22,2,1,0,0,0,0,1,0,0,0,0,0
4339,attack,clean_target_effective,2,S5,5,22,0,1,1,0,1,0,0,0,0,0,1,2
4340,attack,clean_target_effective,2,S0,0,22,5,1,1,0,1,0,0,0,0,0,1,2
4347,attack,off_target,3,S0,0,23,6,1,0,0,0,0,1,0,0,0,0,0
4349,attack,clean_target_ineffective,1,S5,5,23,6,1,1,1,0,0,0,0,0,1,0,1
4352,attack,clean_target_ineffective,1,S5,5,22,0,1,1,1,0,0,0,0,0,1,0,1
4353,attack,clean_target_ineffective,1,S5,5,22,0,1,1,1,0,0,0,0,0,1,0,1
4364,attack,clean_target_effective,2,S5,5,23,5,1,1,0,1,0,0,0,0,0,1,2
4368,attack,off_target,3,S5,5,23,6,1,0,0,0,0,1,0,0,0,0,0
4379,attack,off_target,3,S0,0,22,0,1,0,0,0,0,1,0,0,0,0,0
4384,attack,missed,0,S5,5,23,6,1,0,0,0,1,0,0,0,0,0,0
4386,attack,off_target,3,S5,5,22,7,1,0,0,0,0,1,0,0,0,0,0
4387,attack,clean_target_ineffective,1,S0,0,23,6,1,1,1,0,0,0,0,0,1,0,1
4389,attack,missed,0,S5,5,23,6,1,0,0,0,1,0,0,0,0,0,0
4399,attack,clean_target_effective,2,S0,0,23,6,1,1,0,1,0,0,0,0,0,1,2
4402,attack,clean_target_effective,2,S0,0,22,4,1,1,0,1,0,0,0,0,0,1,2
4405,attack,missed,0,S0,0,22,4,1,0,0,0,1,0,0,0,0,0,0
4406,attack,multi_hit,4,S5,5,23,6,1,0,0,0,0,0,1,0,0,0,0
4407,attack,clean_target_effective,2,S5,5,23,0,1,1,0,1,0,0,0,0,0,1,2
4414,attack,missed,0,S0,0,22,0,1,0,0,0,1,0,0,0,0,0,0
4424,attack,clean_target_ineffective,1,S0,0,22,4,1,1,1,0,0,0,0,0,1,0,1
4430,attack,missed,0,S5,5,22,0,1,0,0,0,1,0,0,0,0,0,0
4431,attack,multi_hit,4,S0,0,22,0,1,0,0,0,0,0,1,0,0,0,0
4435,attack,clean_target_effective,2,S0,0,22,5,1,1,0,1,0,0,0,0,0,1,2
4441,attack,missed,0,S5,5,23,3,1,0,0,0,1,0,0,0,0,0,0
4446,attack,multi_hit,4,S0,0,22,6,1,0,0,0,0,0,1,0,0,0,0
4447,attack,missed,0,S0,0,23,0,1,0,0,0,1,0,0,0,0,0,0
4462,attack,multi_hit,4,S5,5,22,4,1,0,0,0,0,0,1,0,0,0,0
4464,attack,multi_hit,4,S0,0,23,3,1,0,0,0,0,0,1,0,0,0,0
4467,attack,clean_target_effective,2,S0,0,22,5,1,1,0,1,0,0,0,0,0,1,2
4472,attack,multi_hit,4,S0,0,22,5,1,0,0,0,0,0,1,0,0,0,0
4486,attack,multi_hit,4,S5,5,23,7,1,0,0,0,0,0,1,0,0,0,0
4487,attack,missed,0,S0,0,23,0,1,0,0,0,1,0,0,0,0,0,0
4493,attack,missed,0,S0,0,22,1,1,0,0,0,1,0,0,0,0,0,0
4498,attack,clean_target_ineffective,1,S0,0,23,7,1,1,1,0,0,0,0,0,1,0,1
4505,attack,clean_target_ineffective,1,S0,0,22,4,1,1,1,0,0,0,0,0,1,0,1
4515,attack,clean_target_effective,2,S0,0,22,3,1,1,0,1,0,0,0,0,0,1,2
4519,attack,clean_target_ineffective,1,S0,0,23,0,1,1,1,0,0,0,0,0,1,0,1
4522,attack,clean_target_effective,2,S0,0,22,1,1,1,0,1,0,0,0,0,0,1,2
4530,attack,off_target,3,S0,0,23,7,1,0,0,0,0,1,0,0,0,0,0
4531,attack,clean_target_effective,2,S0,0,23,0,1,1,0,1,0,0,0,0,0,1,2
4543,attack,clean_target_effective,2,S0,0,23,0,1,1,0,1,0,0,0,0,0,1,2
4544,attack,clean_target_ineffective,1,S5,5,23,2,1,1,1,0,0,0,0,0,1,0,1
4546,attack,clean_target_effective,2,S5,5,22,4,1,1,0,1,0,0,0,0,0,1,2
